District,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobil,Contact Person,Working Sector
Dhanusha,सुहुद पुस्तकालय,Suhud Library,,Bramhapuri-9,,,,,,,
Dhanusha,समता यूवा क्लव,Samata Youth Club,,"Sakhuwa, Mahendranagar-5",,,,,,,
Dhanusha,धनुषा सेवा समिति,Dhanusa Service Committee,,Janakpur-1,,,,,,,
Dhanusha,लोक कल्याण परिषद,Public Welfare Council,,"Janakpur-10, Ramananda Chock",,,,,,,
Dhanusha,सामुदायीक यूवा समाज,Community Youth Society,,Digambar-2,,,,,,,
Dhanusha,एन.जी.ओ. नेटवर्क,NGO Netowork,,"Janakpur-1, Bhanuchock",,,,,,,
Dhanusha,दिव्या पुस्ताकालय,Dibya Library,,"Laxipur, Bagewa",,,,,,,
Dhanusha,क्षिरेश्वर यूवा क्लव,Kshireswor Youth Club,,"Mahendranagar-1, Sakhuwa",,,,,,,
Dhanusha,क्षिरेश्वर पुस्ताकालय,Kshireswor Library,,"Mahendranagar-1, Sakhuwa",,,,,,,
Dhanusha,महिला नेतृत्व समाज,Women Leading Organization,,Mahendranagar-1,,,,,,,
Dhanusha,सामुदायीक सेवा समिती,Community Service Committee,,"Janakpur-8, Namuna Basti",,,,,,,
Dhanusha,महिला शक्ति नेपाल,Women Empower Nepal,,"Janakpur-1, WakilTole",,,,,,,
Dhanusha,बटेश्वर स्पोर्टस क्लव,Bateswor Sports Club,,Bateswor-3,,,,,,,
Dhanusha,कार्तीक कुमार युवा क्लव,Kartik Kumar Youth Club,,Bhuchakpur-2,,,,,,,
Dhanusha,,,,,,,,,,,
Dhanusha,ग्रामीण सेवा समिति,Rural Service Committee,,"Janakpur-9, Brahmapuri",,,,,,,
Dhanusha,जानकी महिला जागरण समाज ,Janakpur Women Awareness Society,,"Janakpur-8,Parasuram Marg",041-523576,,jwas@ntc.net.np,www.jwas.org.np,9854022070,,"Social mobilization,Natural Resource Management,Informal education"
Dhanusha,महिला इलम केन्द्र,Mahila Ilam Kendra,,"Janakpur-8,Ranipati",,,,,,,
Dhanusha,ग्रामीण सामुदायीक विकास केन्द्र,Rural Community Development Centre,,Janakpur Municipality-1,041-524325,,ruccjnk@ntc.org.np,www.rucc.org.np,9844070615,,Drinking water and sanitation
Dhanusha,सामाजिक विकास र अनुसन्धान केन्द्र,Social Development and Research Centre,,"Janakpur-9, Bhanuchock",,,,,,,
Dhanusha,रातु विकास परिषद,Ratu Development Council,,Janakpur-4,,,,,,,
Dhanusha,महिला विकास सेवा केन्द्र,Women Development Service Centre,,Janakpurdham-4,,,,,,,
Dhanusha,नेपाल महिला शक्ति सेवा केन्द्र,Nepal Women Empower Service Centre,,Janakpurdham-9,,,,,,,
Dhanusha,केयर सोसाइटी अफ नेपाल,Care Society of Nepal,,"Bhanuchowk,Ward no-2 ",041-523199,,carecon@jncsweb.net,,9751059100,,"Human Rights,Poverty Reduction"
Dhanusha,सहारा नेपाल,Shahara Nepal,,"Janakpurdham-4,Biswakarma Chock",,,,,,,
Dhanusha,महिला विकास केन्द्र,Women Development Centre,,"Janakpur-2,Kisorinagar",,,,,,,
Dhanusha,लोक शतmी,Public Empower,,"Janakpur-2,Ramananda Chock",,,,,,,
Dhanusha,राजषि नगर विकास समिती,Rajasi Nagar Bikas Samiti,,"Janakpur-9,Rajrsinagar",,,,,,,
Dhanusha,ग्रामीण विकास आधार,Rural Development Foundation,,"Janakpur-9, Rajrsinagar",,,,,,,
Dhanusha,जन कल्याण तथा सांस्कृति विकास केन्द्र,Public Welfare and Cultural Development Centre,,"Janakpur-9, Rajrsinagar",,,,,,,
Dhanusha,समाज सेवा युवा केन्द्र,Social Service Youth Centre,,Janakpur-1,,,,,,,
Dhanusha,सामुदायीक विकास एवं वातावरण संरक्षण परिषद,Community Development and Environment Protection Council,,Janakpur-16,,,,,,,
Dhanusha,समाज विकास मञ्च,Social Development council,,"Sapahi-2, Dhanusha",041-527173,,yadavyogendra2003@yahoo.com,,9854024015,,Informal Education and IGA Training
Dhanusha,ध्रुवतारा युवा क्लव,Dhurbatara Youth Club,,Benga Shivapur-6,,,,,,,
Dhanusha,सहयोगी प्रतिष्ठान नेपाल,Helping Trust Nepal,,Janakpur-14,,,,,,,
Dhanusha,महिला विकास समाज,Women Development Society,,"Janakpur-8, Namuna Basti",,,,,,,
Dhanusha,इन्द्रेणी जन सेवा,Indreni Jana Sewa,,"Janakpur-9, Thapa chock",,,,,,,
Dhanusha,समाज उत्थान केन्द्र,Social Upliftment Centre,,"Janakpur-9, Rajrsinagar",,,,,,,
Dhanusha,समाज विकास पथ–नेपाल,Samaj Bikas Patha Nepal,,"Janakpur-8,Ramananda Chock",,,,,,,
Dhanusha,तपन समाज सेवा समिती,Tapan Social Service Committee,,"Janakpur-14, Mujeliya",,,,,,,
Dhanusha,राधाकृष्ण सार्वजानिक पुस्तकालय,Shree Radha Krishna Public Library,,Janakpur-14,,,,,,,Health Education and awareness building
Dhanusha,जनकपुर नारी सुधार सेवा केन्द्र,Jananakpur Nari Sudhar Sewa Kendra,,Parasuram Marg-3,,,,,,,
Dhanusha,चेतना,Chetana,,Kisorinagar-2,,,,,,,
Dhanusha,बजरंग समाज कल्याण परिषद,Bajaranag Social Welfare Council,,Windhi-6,,,,,,,
Dhanusha,प्रजातन्त्र संरक्षण केन्द्र,Democracy Protection Centre,,"Janakpur-1, WakilTole",,,,,,,
Dhanusha,चित्रगुप्त सेवा समिती,Chitragupta Service Committee,,Janakpur-10 Devi Chock,,,,,,,
Dhanusha,वातावरण तथा राष्ट्रिय विकास समाज,Society for Environment and National Development,,Janakpur-2,041-520335,,,,9844112849,,"IGA, Health Education,Poverty Reduction"
Dhanusha,महिला चेतना केन्द्र,Women Sence Centre,,"Janakpur-2, Kadam Chock",,,,,,,
Dhanusha,ग्रामीण विकास केन्द्र,Rural Development Centre,,"Janakpur-11, Dhanusapath",,,,,,,
Dhanusha,राष्ट्रिय स्वास्थ्यकर्मी समुह,Group of National Health Worker,,"Janakpur-4, Janki Chock",,,,,,,
Dhanusha,रत्न युवा क्लव,Ratna Youth Club,,"Janakpur-13, Pidari Chock",,,,,,,
Dhanusha,ग्रामीण महिला सेवा आश्रम,Rural Women Service Shelter,,Saraswati Bhawan-1,,,,,,,
Dhanusha,मिथिला नाट्य कला परिषद,Mithila Threater Council,,"Janakpur-4, Ram Chock",,,,,,,
Dhanusha,सेतो गुराँस वाल विकास  सेवा,Seto Gurans Children Development Service,,Janakpur-4,,,,,,,
Dhanusha,तराई जनजाती अध्ययन प्रतिष्ठान,Tarai Janajati Study Trust,,"Janakpur-1, Shivapath",,,,,,,
Dhanusha,उत्थान,Upliftment,,Shiva Chock-2,,,,,,,
Dhanusha,ग्रामीण नारी कल्याण संघ,Rual Women Welfare Organization,,Janakpurdham-9,,,,,,,
Dhanusha,सामाजीक उत्थान मञ्च,Social Progressive Forum,,Janakpurdham-11,,,,,,,
Dhanusha,ग्रामीण जागरण तथा विकास समाज,Society For Rural Awareness and Development,,Janakpur-9,,,,,,,
Dhanusha,महावीर मन्दिर संचालक समिति,Mahabir Temple Conduction Committee,,Janakpurdham-1,,,,,,,
Dhanusha,धनुषा सिमेन्ट व्यावसायि संघ,Dhanusa Cement Business Organization,,Janakpurdham-1,,,,,,,
Dhanusha,नेपाल विकास समाज,Nepal Development Society,,Janakpur-11,,,,,,,
Dhanusha,सामुदायिक बिकास केन्द्र,Community Development Centre,,"Janakpur-1, Shivapath",,,,,,,
Dhanusha,जय बजरङ्ग युवा क्लब,Jaya Bajaranga Youth Centre,,Lakhauri-7,,,,,,,
Dhanusha,समाज विकास सेवा केन्द्र,Social Development Service Centre,,Purbaha-5,,,,,,,
Dhanusha,ॐ युवा क्लव,Om Youth Club,,Giddha-6,,,,,,,
Dhanusha,पब्लिक वेलफेयर काउन्सिल,Public Welfare Council,,"Bindhi VDC,Ward no.-9",,,,,9744006097,,Marginalized Community
Dhanusha,लागुपदार्थ तथा एड्स प्रतिरोधक समाज,Drugs and AIDS Preventive Society,,Rajrsinagar-11,,,,,,,
Dhanusha,बाल विकास केन्द्र,Children Development Centre,,Shiva Path-1,,,,,,,
Dhanusha,डेभलप द सोसाइटी अफ नेपाल,Develop the Society of Nepal,,Shiva Path-1,,,,,,,
Dhanusha,श्रीराम युवा क्लब,Shree Ram Youth Club,,Baidehi-9,,,,,,,
Dhanusha,जगदम्बा महिला विकास केन्द्र,Jagdamba Women Development Centre,,Itaharwa-9,,,,,,,
Dhanusha,सामाजिक विकास एवं वातावरण संरक्षरण मञ्च,Social Development and Environment Conservation Forum,,Biswakarma Chock-4,,,,,,,
Dhanusha,मिथिला उत्थान केन्द्र,Mithila Progressive Centre,,"Janakpur-1, Steran Area",,,,,,,
Dhanusha,मिथिला सामाज सेवा समिति,Mithila Society Service Committee,,Janakpur -11,,,,,,,
Dhanusha,नवदुर्गा यूवा क्लब,Naba Durga Youth Club,,Sonigama-4,,,,,,,
Dhanusha,शिवपथ मिथिला युवा क्लव,Shiva Patha Mithila Youth Club,,"Janakpur-1, Shivapath",,,,,,,
Dhanusha,जनचेतना समाज नेपाल,People Consciousness Society Nepal,,Janakpur-10 Biswakarma Chock,,,,,,,
Dhanusha,राष्ट्रिय विकास केन्द्र,National Development Centre,,Janakpur-10,,,,,,,
Dhanusha,"नेपाल रेडक्रस सोसाइटी, धनुषा शाखा","Nepal Red Cross Society, Dhanusa",,Janakpur-10,,,,,,,
Dhanusha,"नेपाल हस्तकला उधोग संध, धनुषा शाखा","Nepal Handicraft Industry Organization, Dhanusa Branch",,Janakpur-1,,,,,,,
Dhanusha,हनुमान युवा क्लब,Hanuman Youth Club,,Makhanaha-9,,,,,,,
Dhanusha,सोनामाई यूवा क्लब,Sonamai Youth Club,,"Sinarjoda, Sonahi-3",,,,,,,
Dhanusha,समाज उत्थान यूवा केन्द्र,Society Progressive Youth Centre,,Gopalpur-2,,,,,,,
Dhanusha,वि.पी.कोइराला सेवा केन्द्र,B.P. Koirala Service Center,,Janakpurdham-8,,,,,,,
Dhanusha,लवकुश यूवा क्लब,Lav Kush Youth Club,,Lohana-3,,,,,,,
Dhanusha,समाज कल्याण समिति,Society Welfare Committee,,Deuriparwaha-8,,,,,,,
Dhanusha,ग्रामीण सेवा केन्द्र,Rural Service Centre,,Janakpur-7,,,,,,,
Dhanusha,हिमालय युवा क्लब,Himalaya Youth Club,,"Naktajhij VDC,Ward no-3",041-620491,,,,9744020436,,
Dhanusha,नागरिक सुधार ट्रष्ट कोष,Citezen Improvement Trust Fund,,Janakpur-2,,,,,,,
Dhanusha,नेशनल युथ फाउण्डेशन,National Youth Foundation,,Yadhukuha-7,,,,,,,
Dhanusha,जनजागृती संस्था नेपालर्र्र्,Jana Jagriti Organization Nepal,,Mahendranagar-1,,,,,,,
Dhanusha,एकीकृत सामुदायीक बिकास संस्था,Integrated Community Development Organization,,Shivapath-4,,,,,,,
Dhanusha,मानव बिकास नेपाल,Human Development Nepal,,Aanandnagar-4,,,,,,,
Dhanusha,सहभागीतात्मक बातावरण बिकास कार्यक्रम,Participatory Environmental Development Programme,,Bhanuchowk-1,,,,,,,
Dhanusha,रोज नेपाल,Rose Nepal,,Dhalkebar-3,,,,,,,
Dhanusha,सहयोगी हात नेपाल,Helping Hand Nepal ,,Janakpurdham-13Pidarichowk,,,,,9854020251,,IGA for poor people to improve their livelihood
Dhanusha,तराई निजी वन विकास संस्था,Terai Private Forest Development Association,,Bengadabar-6,,,,,,,
Dhanusha,स्वतन्त्र भैरब युवा क्लब,Free Bhairaba Youth Club,,Singh Mahi Madan -3,,,,,,,
Dhanusha,राम युवा क्लब,Ram Youth Club,,Itaharwa-9,,,,,,,
Dhanusha,मैथेली महिला कला केन्द्र,Maithali Women Art Centre,,Janakpur-4,,,,,,,
Dhanusha,प्रगतिशील नेपाल,Progressive Nepal,,Janakpur-4,041-526534,,punam_pronep@yahoo.com,,9803167763,,Marginalized Community
Dhanusha,कल्पतरु,Kalpataru,,"Janakpur4, Kisorinagar",,,,,,,
Dhanusha,लैङ्गिक समानता तथा विकासका लागि जन चेतना मंच,Awareness Forum of Gender Parity and Development,,Janakpur-4,550259,,,,,,
Dhanusha,जन विकास स्रोत केन्द्र,Resource Centre For People's Development,,Bengashivapur-8,,,,,,,
Dhanusha,वैदही सामुदायिक सेवा समिति,Baidahi Community Service Committee,,Janakpur-13,,,,,,,
Dhanusha,श्री सत्यनाम युवा क्लब,Shree Satyanam Youth Club,,Mukhiyapatti-1,524560,,,,,,
