District,Zone,Geographical Region,Development Region,NGO Name in Nepali,NGO Name in English,Acronym,Address,Telephone No.,Fax No.,Email,Website,Office Mobile No.,Contact Person,Working Sector
Jhapa,Mechi,Terai,Eastern,आदर्श क्लव ,Aadarsha Club,,Ghailaduwa,,,,,,,
Jhapa,Mechi,Terai,Eastern,सर्वेक्षण नेपाल ,Sarbikshana Nepal,,Ghailaduwa,,,,,,,
Jhapa,Mechi,Terai,Eastern,सचेतक समूह ,Consciousness Group,,Arjnudhara-6,,,,,,,
Jhapa,Mechi,Terai,Eastern,मानव विकास केन्द्र ,Human Development Centre,,"Anarmani-3, Birtamod",,,bharatkusuwar@yahoo.com,,,,
Jhapa,Mechi,Terai,Eastern,महिला एकता समूह ,Women Unity Group,,Duwagadhi-4,,,,,,,
Jhapa,Mechi,Terai,Eastern,महिला न्यायिक मञ्च ,Changing Good Goverance Club,,Damak,,,,,,,
Jhapa,Mechi,Terai,Eastern,नाइट चेस क्लव ,Samaj Bikasko Lagi Mahila Hatemalo Karyakram,,Mechi Municipality-10,,,,,,,
Jhapa,Mechi,Terai,Eastern,मारवाडी महिला मञ्च ,Jagrit Rural Development Forum,,Bhadrapur,,,,,,,
Jhapa,Mechi,Terai,Eastern,एकल महिला जागरण समूह,Madhyaparbatiya Jaibik Bibidhata Samrakshana Samaj,,Anarmadi,,,,,,,
Jhapa,Mechi,Terai,Eastern,मानव अधिकार संरक्षण मञ्च ,Human Rights Protection Forum,,Chandragadhi,,,,,,,
Jhapa,Mechi,Terai,Eastern,एकल महिला समूह,Single Women Group,,Chandragadhi,,,,,,,
Jhapa,Mechi,Terai,Eastern,भद्रशिवा महिला समूह ,Bhadra Shiwa Woment Group,,Bhadrapur,,,,,,,
Jhapa,Mechi,Terai,Eastern,अभियान नेपाल ,Campagin Nepal,,Khudunabari-5,,,,,,,
Jhapa,Mechi,Terai,Eastern,उत्पीडित अधिकार मञ्च नेपाल ,Oppressed Rights Forum Nepal,,Anarmani-3,,,,,,,
Jhapa,Mechi,Terai,Eastern,नारी चेतना समूह ,Women Awareness Group,,Sanishchare-2,,,,,,,
Jhapa,Mechi,Terai,Eastern,ग्रामीण तथा सहरी विकास नेपाल ,Rural And Urban Development Nepal,,Damak-2,,,,,,,
Jhapa,Mechi,Terai,Eastern,झापा नेत्रहीन संघ ,Jhapa Association Of the Blind ,,Anarmani-8,,,,,,,
Jhapa,Mechi,Terai,Eastern,सामुदायिक विकास मञ्च ,Community Development Forum,,Anarmani-10,,,cdf.kvtjhap@gmail.com,,,,
Jhapa,Mechi,Terai,Eastern,राजबंसी महिला समाज ,Rajbansi Women society,,Garamani-8,,,neeru_59@yahoo.com,,,,
Jhapa,Mechi,Terai,Eastern,अभियान युवा समूह ,Abhiyan Youth Commite,,Anarmani-7,,,,,,,
Jhapa,Mechi,Terai,Eastern,बिराट बहुउद्देश्यीय विकास समिति ,Birat Multipurpose Development Committee,,Anarmani-7,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,ग्रामिण जनचेतना समाज,Rural People Conscience Society,,Batase-2,,,grjanajati7@gmail.com,,,Gopal Chandra Rai,Irrigation and Sanitation 
Khotang,Sagarmatha,Hill,Eastern,जन सेवा समाज नेपाल,Public Service Society Nepal,,"Jalapa-3, Sarska",,,jssnkhotang@gmail.com,,,Iman Rai,"Education, Health, Environment, ect"
Khotang,Sagarmatha,Hill,Eastern,वौद्धिक सामाजिक मञ्च,Intellectual Social Forum,,"Khotang, Diktel-2",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सगरमाथा तरुण जनजागृती क्लब,Sagarmatha Tarun Jana Jagriti Club,,"Diktel-2, Kharpa",,,,,,Khagendra Giri,"Poverty alleviation,Environment"
Khotang,Sagarmatha,Hill,Eastern,समाज कल्याण केन्द्र नेपाल,Social Welfare Centre Nepal,,sa-chhitapokhari-3,,,,,,Bal Ram Dahal,
Khotang,Sagarmatha,Hill,Eastern,जनहित समाज नेपाल,Public Welfare Society Nepal,,"Rakha, Bangdel-3",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,साकेला ट्रष्ट,Sakela Trust,,Ratanchha-5,,,,,,Dal Bahadur Rai,
Khotang,Sagarmatha,Hill,Eastern,सामुदायिक विकास केन्द्र,Community Development Centre ,,Khotang Bazar-9,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,काफ्ले युवा क्लव,Kafle Youth Club,,"Layapang-9, Kafle Bazar",,,,,,Narayan Katwal,"Helth,"
Khotang,Sagarmatha,Hill,Eastern,मझुवा कालिका माई,Majhuwa Kalika Mai,,Layapang-4,,,,,,Babi Chamling,"Education,Health,Irrigation"
Khotang,Sagarmatha,Hill,Eastern,ग्रामिण महिला विकास,Rural Wome Development,,Dumre Dharapani-3,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सेतो गुराँस जिल्ला वाल विकास सेवा,Seto Gurans District Child Development Service,,"Diktel-3, Diktel Bazar",,,,,,Purna Maya Tamang,
Khotang,Sagarmatha,Hill,Eastern,वरगाछी युवा क्लव,Baragachhi Youth Club,,"Diktel-2, Bargachhi",,,,,,Chandra Kumar Shresth,"Education, Health, Environment, ect"
Khotang,Sagarmatha,Hill,Eastern,भैरवेश्वर युवा समाज,Bhirawesor Youth Society,,Bijaykharka-9,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,हिमाली क्लब,Himali Club,,"Diktle-2, Diktle Bazar",,,,,,Narayan Joshi,"Economic,cultural,"
Khotang,Sagarmatha,Hill,Eastern,नव प्रभात इनद्रेणी क्लब,Nawa Parbhat Indreni Club,,"Chiuridanda-9, Chhitatal",,,,,,Shiba Kumar Rai,"Education,Helth"
Khotang,Sagarmatha,Hill,Eastern,साकेला क्लब,Sakela Club,,"Ratanchha, Majha Gaun-9",,,,,,San Bahadur Rai,"Forest,Envirnoment,Helth,Human rights etc."
Khotang,Sagarmatha,Hill,Eastern,जन ज्योती क्लब,Jana Jyoti Club,,"Halesi Mahadevsthan-6, Kattike",,,,,,Sukra Bika,
Khotang,Sagarmatha,Hill,Eastern,जन उत्थान संघ,Public Upliftment Association,,Durchhim-3,,,,,,Sarbadhan Rai,
Khotang,Sagarmatha,Hill,Eastern,नवकिरण सेवा समाज,Nawa Kiran Sewa Samaj,,"Durchhim-7, Rawa",,,,,,Chakra Rai,Co-operative indistrual
Khotang,Sagarmatha,Hill,Eastern,नव युवा फुलपाती सेवा समाज ,Nawa Yuwa Phulapati Sewa Samaj,,Pathika -2,,,,,,Dhana Prashad giri,"Helth,Education,Forest,Farming,"
Khotang,Sagarmatha,Hill,Eastern,हलेशी महादेवस्थान चौतर्फी बिकास समिति,Halesi Mahadevsthan Chautarfi  Bikas Samiti,,"Halesi Mahadevsthan-4, Gutha Gaun",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,कालिका मझुवा युवा क्लब,Kalika Majhuwa Youth Club,,Laphyang,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,रुपाकोट सांस्कृतीक समाज,Rupakot Cultural Society,,Kharmi-8,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,समाज सेवा तथा वातावरण सरोकार केन्द्र,Social Service and Environment Concern Centre,,Diktle Bazar-2,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,जन कल्याण समाज नेपाल,Public Welfare Society Nepal,,Kahule-6,,,,,,Nara Bahadur Rai,Helth Social behaviour education god enviorment forest
Khotang,Sagarmatha,Hill,Eastern,बाल सेवा समाज,Balsewa Samaj Nepal,,"Nerpa, Khotang",,,balsewa_samaj@yahoo.com/bssnkhotang@gmail.com,,,Deepnarayan Rijal,Poverty alleviation
Khotang,Sagarmatha,Hill,Eastern,तिनधारे युवा क्लब,Tindhare Youth Club,,Mattim Birta-3,,,,,,Roshan Dhkal,"Education,"
Khotang,Sagarmatha,Hill,Eastern,खोटाङ्ग सेवा समाज,Khotang Service Society,,"Chiurdanda-6, Dobela",,,,,,Ram Kumar Shresth,"Economic,Cultural "
Khotang,Sagarmatha,Hill,Eastern,समाज सेवी क्लब,Social Service Club,,"Dumre Dharapani-4, Hidpa",,,,,,Bhim Bahadur Pandya ,"Economic,Cultural"
Khotang,Sagarmatha,Hill,Eastern,सामुदायिक सेवा समाज नेपाल,Community Service Society Nepal,,"Chisapani-8, Chisapani Bazar",,,,,,Kapil Raj Ghimire,
Khotang,Sagarmatha,Hill,Eastern,हरियाली युवा क्लब,Hariyali Youth Club,,Lichki Ramche,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,अन्नपूर्ण युवा क्लब,Annapurna Youth Club,,"Chiuridanda-8, Bubalung",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,नेपाल आमा समूह,Nepal Aama Samuha,,"Yesalukharka-5, banagaun",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सामुदायिक विकास सरोकार समाज नेपाल,Community Development Concern Society Nepal,,"Aakhaule-6, Akhaule bazar",,,,,,Bimal Kaji Shrestha,
Khotang,Sagarmatha,Hill,Eastern,"हलेसी विकास मञ्च, नेपाल ","Halesi Development Forum, Nepal",,"Badahare-7,Khokseli",,,,,,Ramesh Poudel,
Khotang,Sagarmatha,Hill,Eastern,लाली गुराँस सेवा समाज,Lali Gurans Sewa Samaj,,Sawakatahare-8,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सक्रिय युवा क्लब,Active Youth Club,,"Temma-7, Tejha",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,जन चेतना युवा समाज,Public Awareness Youth Society,,Hauchur-9,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,मानव कल्याण समाज–नेपाल,Human Welfare Society Nepal,,Kharmi-9,,,,,,Dev Kumar Rai,
Khotang,Sagarmatha,Hill,Eastern,सिर्जनशिल अनुष्ठान क्लव,Srijansil Aanusthan Club,,"Bahunidanda-3,2- Kaduwa",,,,,,Tek Bahadur Karki,"Education,Health,Environment,Poverty"
Khotang,Sagarmatha,Hill,Eastern,सामाजिक एकता क्लब ,Social Unity Club,,"Diktel-4, Phulbari",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,नमुना सहयोगी समाज नेपाल ,Model Helping Society Nepal,,"Kharpa-4, Kharpa",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,जनरश्मी सेवा समाज ,Public Ray Service Society,,Dhitung,,,malla_dynamic@yahoo.com,,,Gyandip Karki,"Education, Health, Environment, Agriculture, Electricity, Irrigation ect"
Khotang,Sagarmatha,Hill,Eastern,ओख्रे युवा क्लब ,Okhe Youth Club,,Dandagaun-4,,,,,,Dilli Bahadur Katwal,"Social,Education,Health,Sanitation"
Khotang,Sagarmatha,Hill,Eastern,ॐ शिवशक्ति युवा समूह ,Om Shiva Shakti Youth Group,,"Mahadevsthan-4, Guthagaun",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,जन एकता सेवा समाज ,Public Unity Service Society,,Bijaykharka-9,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,नारी जागरण समूह ,Women Awareness Group,,"Khalde-9, Basnet gaun",,,,,,Dhan Kumari Shrestha,Women
Khotang,Sagarmatha,Hill,Eastern,नवजागरण कालिका युवा क्लब ,Nawa Jagaran Kalika Yuwa Club,,"Laphyang-2, Dokhum",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सूर्यमुखी सक्रीय युवा समाज ,Surya Mukhi Sakriya Yuwa Samaj,,Kotanga-4,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,खोटाङ्ग विकास मञ्च ,Khotang Development Forum,,Khalde-1,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,पञ्चकन्या युवा क्लब ,Panchkanya Youth club,,Barahapokhari-8,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,मन्दराचल अग्रज युवा क्लब ,Mandrachal Agraj Youth Club,,Yamkha-3,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,त्रीवेणी युवा सेवा समाज ,Tribeni Youth Service Society,,Bijayakharka-4,,,,,,Ram Kumar Khanal,"Child,Social development,Environment,Health"
Khotang,Sagarmatha,Hill,Eastern,नवदीयमान सामाजिक युवा क्लब ,Nawadiyaman Social Youth Club,,"Chiuridanda-5, Dorwa",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,मात्तिम बहुउद्देश्यीय सेवा समाज ,Mattim Multipurpose Service Society,,Mattim-3,,,,,,Shiva Prashad Bhattari,"Literature,Music,Culture,All sector"
Khotang,Sagarmatha,Hill,Eastern,दिप ज्योति युवा क्लब ,Deep Jyoti Youth club,,Temma-1,,,,,,Tek Bahadur Thapa,"Culture,Education,Social welfare"
Khotang,Sagarmatha,Hill,Eastern,सर्वेश्वर महादेव चौतर्फी विकास केन्द्र ,Sarbeswor Mahadev Chutarfi Bikas Kendra,,Baksila -4,,,,,,Ganesh Bahadur Adhikari,"Human rights,Farming,"
Khotang,Sagarmatha,Hill,Eastern,शान्ति मानव अधिकार र विकासका लागि साझेदारी नेपाल,Partnership Nepal for Peace Human Rigths and Development ,,Diktel-3,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सक्रिय युवा समाज ,Active Youth Club,,Rajapani-8,,,,,,Dhan Bahadur Thapa,"Education,Culture,Environment"
Khotang,Sagarmatha,Hill,Eastern,एकता सेवा समाज नेपाल ,Unity Service Society Nepal,,Kahule-5,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,शोयोङ्ग स्टार क्लब ,Shoyoung Star Club,,Bahunidanda-9,,,,,,Bhugaraj Rai,"Enviroment,Health,Sanitation"
Khotang,Sagarmatha,Hill,Eastern,स्वास्थ्य शिक्षा र वातावरण समाज केन्द्र ,Health Education and Environmental Social Cenetre,,Fastang-5,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,मानव सहयोगी समाज नेपाल ,Human Helping Society Nepal,,Lamidanda-9,,,,,,Ambika Bhattari,"Child,Poverty,Old person"
Khotang,Sagarmatha,Hill,Eastern,सुर्योदयो युवा क्लब ,Sunrise Youth Club,,Khalle-2,,,lovelys_gopal2003@yahoo.com,,,Tanka B. Shrestha,Language and culture promotion
Khotang,Sagarmatha,Hill,Eastern,हाई माउण्टेन युवा क्लब  ,High Mountain Youth Club,,"Batase-1, Dinawa",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,मकालु एकिकृत विकास समाज नेपाल ,Makalu Integrated Development Society Nepal,,"Fedi-3, Shwara",,,0,,,Bir Bahadur Tamang,"Poverty,Electric,National income"
Khotang,Sagarmatha,Hill,Eastern,धितुङ्ग महिला समाज ,Dhitung Women Society,,"Dhitung-1, Dipkharka",,,,,,Tika Bhandari,Women
Khotang,Sagarmatha,Hill,Eastern,सृजना समाज नेपाल ,Srijana Society Nepal,,Bakachowk-1,,,,,,Nire Tamang,"Education,Health,Environment,"
Khotang,Sagarmatha,Hill,Eastern,श्री सुम्निमा सेवा समाज ,Shree Sumnima Service Society,,Mahadevsthan-7,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,आदर्श जनचेतना युवा क्लब नेपाल ,Ideal Public Awareness Youth Club Nepla,,Fedi-6,,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सेवा समिति पुराना गाउँ ,Sewa Samiti Puranagaun,,Diktel-4,,,,,,Sitadevi Acharya,"Sanitation, and Training program"
Khotang,Sagarmatha,Hill,Eastern,पारुहँ युवा क्लब नेपाल ,Paruha Youth Club Nepal,,"Ratanchha-5, Salme",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,श्री तारिका नेपाल महिला मगर संघ ,Shree Tarika Nepal Women Magar Association,,"Temba-7, Kahul",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सुनगाभा महिला समाज ,Sungava Women Society,,Aiselukharka-4,,,,,,Kala Rai,"Infrastructure development, and sanitation"
Khotang,Sagarmatha,Hill,Eastern,श्री नेपाल नवकिरण सेवा समाज ,Nepal New Ray Service Society,,Nirmalidanda-3,,,nnrsskhotang@gmail.com,,,Bhawani Sankar Luitel,Land management
Khotang,Sagarmatha,Hill,Eastern,तोयामा खियामा खोचिलिप्पा सेवा समाज ,Toyama Khiyama Khocilippa Sewa Samaj,,"Chiuridanda-1, Dhunge",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सामुदायिक मानव अधिकार तथा विकास स्रोत केन्द्र नेपाल ,Community Human Rights and Development Resource Centre Nepal,,"Damarakhu, Shivalaya-1",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,सिर्जनशिल भरिया समाज ,Srijansil Bhariya Samaj,,"Rakha, Bangdel-5",,,,,,,
Khotang,Sagarmatha,Hill,Eastern,दलित सचेतना समाज नेपाल ,Dalit Awareness Society Nepal,,Dorpa Chiuridada-5,,,,,,Jit B. Darji,Community Empowerment
Khotang,Sagarmatha,Hill,Eastern,सार्वजनिक  उपभोक्ता जनसरोकार समिति ,Public Consumer Public Concern Committee,,"Diktel-4, Diktle Bazar",,,,,,,
