District,Zone,Geographical Region,Development Region,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobile,Contact Person,Working Sector
Kanchanpur,Mahakali,Terai,Far-Western,उत्पीडित एकता मानवीय विकास संघ,Oppressed Unity Humanity Development Association,,Trivuwanbasti,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल ग्रामीण पशुस्वास्थ्य कार्यकर्ता संगठन ,Nepal Village Animal Health Worker Association,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,रुरल डेभलपमेन्ट अर्गनाइजेशन नेपाल ,Rural Development Organization Nepal,,Mahendranagar-6,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल औद्योगिक विकास अनुसन्धान सरोकार केन्द्र  ,Nepal Industrial Development Research Concern Centre,,Mahendranagar-6,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,सामाजिक स्वास्थ्य शिक्षा वातावरण एवं ग्रामीण कृषि विकास नेपाल ,Social Health Education Environment and Rural Agriculture Development Nepal,,Suda-7,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,श्री राम सामुदायिक समाज सेवा समिति ,Shree Ram Community Social Service Committee,,Mahendranagar-17,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,युवा सचेतना संघ नेपाल ,Youth Awareness Organization Nepal,,Mahendranagar-4,9848726140,,sawad_devraj@yahoo.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,अछाम रामारोशन सिर्जनशील समाज ,Aachhama Ramaroshan Srijanshil Society,,Manpa-18,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,कैलपाल विकास तथा संरक्षण समाज ,Kailpal Development and Protection Society,,Mahendranagar-14,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,श्री शुक्ला फाँटा युवा समाज ,Shree Shukla Fata Youth Society,,Rampur-8,693152,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,पुनर्वास हाट बजार समिति ,Puranbas Hat Bazar Committee,,Trivuwanbasti-1,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,महाकाली सामुदायिक विकास केन्द्र ,Mahakali Community Development Centre,,Daiji-3,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल राष्ट्रिय समाज तथा वातावरण संरक्षण केन्द्र मञ्च ,Forum for Nepal National Society and Environment Protection Centre ,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,राष्ट्रिय हलिया मुक्ति समाज ,Rastriya Haliya Mukti Samaj,,Mahendranagar-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नमुना महिला अधिकार मञ्च ,Namuna Women Rights Forum,,Mahendranagar-18,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ग्रामीण विकास सहकारी समाज ,Rural Development Cooperation Society,,Mahendranagar-4,099-523056,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,राष्ट्रिय दलित अधिकार मञ्च ,National Dalit Rights Forum,,Bhimdatta-4,9749504593,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,कृष्ण समाज कल्याण समिति ,Krishna Society Welfare Committee,,Chandani-4,099-692033,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,"समाज रुपान्तरण, विकास तथा शान्ति स्थापना केन्द्र ","Society Transformation, Development and Peace Stablishment Centre",,Mahendranagar-4,9749509964,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नेपाल मकासु समाज केन्द्र ,Nepal Labourious Society Center,,Jhalari-7,099-690784,,nlscjhalari@yahoo.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,जनसेवा—नेपाल ,Janasewa Nepal,,Mahendranagar-4,099-521577,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,संरक्षित वातारण र सामुदायिक शिक्षा ,Protective Environment and Community Education,,Daiji-5,099-690488,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,द्वन्दपीडित तथा एकल महिला विकास केन्द्र ,Conflict Victim & Single Women Development Centre ,,Mahendranagar-5,9848720381,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नवोदित प्रतिभा युवा क्लव ,Nawadip Prativa Yuba Club,,Laxmipur-5,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,स्नेही महिला जागरण केन्द्र ,Snehi Women Awareness Center ,,Bhimdatta-4,"099-523408,",,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,अमृता यूनेस्को संघ ,Amrita Unesco Association,,,099-621127,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,राना विद्यार्थी अक्षय कोष ,Rana Student Treasur,,Bhimdatta Municipality-4,9749504719,,,,,,Educational Backward Rana Gorup of the Terai areas
Kanchanpur,Mahakali,Terai,Far-Western,सामुदायिक स्वास्थ्य सुरधा एवं अनुसन्धान केन्द्र ,Community Health Reform & Research Center ,,,9749509276,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,समर्थन समाज ,Support Society ,,,9749503091,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,प्याक्डोन नेपाल ,Pyakdon Nepal,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,थारु सामुदायिक विकास मञ्च ,Tharu Social Development Forum,,Pipladi-6,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,मुक्त कमलरी विकास मञ्च ,Freed Kamaiya Development Forum Kanchanpur,,Bhimdatta Municipality-18,9749013849,,fkdfkanchanpur@gmail.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,युनाइटेड युथ क्लव ,United Youth Club,,Bhimdatta Municipality-10,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,शुक्लाफाँटा विकास एवं सशक्तिकरण केन्द्र ,Suklaphanta Development and Environment Society  ,,,9848753988,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,भम्केश्वर आदर्श समाज ,Bhamkeshwor Adars Society ,,,9848721484,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,नयाँसमाज नेपाल ,New Society Nepal  ,,,9848790617,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,वैजनाथ शिद्धनाथ युवा समाज ,Baijyanath Siddhanath Youth Society ,,,9749504950,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,ग्रामीण विकासका लागि सिर्जनशील समाज ,Creative Society for Rural Development ,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,,,,,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,,Creative Vision Nepal,,Vimnda-18,099-520572,,creativevision@gmail.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,,Comminity Forest Co-ordination Committee,,Kishnapur-2,9749506185,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,,Women And Child Development Center,,Vimnda-18,099-691218/9848760384,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,,Common Campaign For Social Development Nepal,,Mahendranagar-4,9759501182,,harsha_ccdnepal@yahoo.com,,,,
Kanchanpur,Mahakali,Terai,Far-Western,,Nepal Dalit Society Organization ,,Belauri-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,,Women Unity For Equal Development ,,Vimnda-4,,,,,,,
Kanchanpur,Mahakali,Terai,Far-Western,,Radha Krishna Organization For Social Service,,Dodhara-1,9809476588,,,,,,
